id,type,num_vehicles
733297,"['Motorcycle', 'Car']",2
733298,"['Pedalcycle', 'Car']",2
733299,"['Motorcycle', 'Car']",2
733300,['Car'],1
733301,"['Pedalcycle', 'Car']",2
733302,"['Car', 'Car']",2
733303,"['Motorcycle', 'Car']",2
733304,"['Car', 'Car', 'Car']",3
733305,"['Car', 'Car']",2
733306,"['Car', 'Other']",2
733307,['Other'],1
733308,['Car'],1
733309,"['Car', 'Heavy_Vehicles']",2
733310,['Car'],1
733311,"['Car', 'Car']",2
733312,['Car'],1
733313,"['Car', 'Car', 'Car']",3
733314,"['Car', 'Car']",2
733315,"['Pedalcycle', 'Car']",2
733316,"['Pedalcycle', 'Car']",2
733317,"['Car', 'Car']",2
733318,['Heavy_Vehicles'],1
733319,['Car'],1
733320,"['Motorcycle', 'Car']",2
733321,"['Car', 'Car', 'Car']",3
733322,"['Motorcycle', 'Car']",2
733323,"['Car', 'Car']",2
733324,['Car'],1
733325,['Heavy_Vehicles'],1
733326,"['Motorcycle', 'Car']",2
733327,"['Pedalcycle', 'Motorcycle']",2
733328,"['Pedalcycle', 'Car']",2
733329,"['Car', 'Car']",2
733330,"['Motorcycle', 'Car']",2
733331,"['Pedalcycle', 'Car']",2
733332,"['Motorcycle', 'Car']",2
733333,"['Pedalcycle', 'Car']",2
733334,['Heavy_Vehicles'],1
733335,"['Car', 'Car']",2
733336,['Heavy_Vehicles'],1
733337,['Car'],1
733338,['Motorcycle'],1
733339,"['Motorcycle', 'Car']",2
733340,['Car'],1
733341,['Car'],1
733342,"['Car', 'Heavy_Vehicles']",2
733343,"['Motorcycle', 'Car']",2
733344,"['Car', 'Car', 'Car']",3
733345,"['Car', 'Car']",2
733346,"['Motorcycle', 'Car']",2
733347,"['Pedalcycle', 'Car']",2
733348,"['Car', 'Car']",2
733349,"['Pedalcycle', 'Car']",2
733350,"['Motorcycle', 'Car']",2
733351,"['Pedalcycle', 'Car']",2
733352,"['Motorcycle', 'Car']",2
733353,"['Car', 'Car']",2
733354,"['Pedalcycle', 'Motorcycle']",2
733355,"['Motorcycle', 'Car']",2
733356,['Pedalcycle'],1
733357,['Car'],1
733358,['Heavy_Vehicles'],1
733359,"['Pedalcycle', 'Car']",2
733360,"['Motorcycle', 'Car']",2
733361,"['Motorcycle', 'Car']",2
733362,"['Motorcycle', 'Car']",2
733363,"['Motorcycle', 'Car']",2
733364,['Car'],1
733365,"['Car', 'Car']",2
733366,"['Pedalcycle', 'Motorcycle']",2
733367,['Heavy_Vehicles'],1
733368,"['Pedalcycle', 'Motorcycle', 'Car']",3
733369,['Car'],1
733370,['Motorcycle'],1
733371,"['Motorcycle', 'Car']",2
733372,"['Car', 'Car']",2
733373,"['Car', 'Car']",2
733374,['Other'],1
733375,['Heavy_Vehicles'],1
733376,['Motorcycle'],1
733377,"['Car', 'Car']",2
733378,['Car'],1
733379,"['Motorcycle', 'Car']",2
733380,"['Motorcycle', 'Car']",2
733381,"['Car', 'Car']",2
733382,"['Car', 'Car', 'Car', 'Car']",4
733383,['Car'],1
733384,"['Car', 'Car']",2
733385,"['Car', 'Car']",2
733386,['Car'],1
733387,"['Motorcycle', 'Car']",2
733388,"['Pedalcycle', 'Heavy_Vehicles']",2
733389,['Car'],1
733390,"['Pedalcycle', 'Car']",2
733391,['Car'],1
733392,"['Pedalcycle', 'Car']",2
733393,"['Pedalcycle', 'Car']",2
733394,['Car'],1
733395,"['Motorcycle', 'Car']",2
733396,"['Motorcycle', 'Car', 'Other']",3
733397,"['Pedalcycle', 'Car']",2
733398,"['Pedalcycle', 'Car']",2
733399,['Car'],1
733400,"['Motorcycle', 'Car']",2
733401,"['Pedalcycle', 'Car']",2
733402,"['Car', 'Heavy_Vehicles']",2
733403,"['Motorcycle', 'Car']",2
733404,"['Motorcycle', 'Car']",2
733405,"['Motorcycle', 'Car']",2
733406,"['Pedalcycle', 'Car']",2
733407,['Heavy_Vehicles'],1
733408,['Car'],1
733409,"['Motorcycle', 'Car']",2
733410,"['Car', 'Car']",2
733411,"['Pedalcycle', 'Car']",2
733412,"['Car', 'Car']",2
733413,"['Motorcycle', 'Car']",2
733414,"['Car', 'Car']",2
733415,"['Motorcycle', 'Car']",2
733416,"['Motorcycle', 'Car']",2
733417,"['Motorcycle', 'Car']",2
733418,['Car'],1
733419,"['Pedalcycle', 'Car']",2
733420,"['Car', 'Car']",2
733421,"['Pedalcycle', 'Car']",2
733422,"['Motorcycle', 'Car']",2
733423,"['Car', 'Car']",2
733424,['Car'],1
733425,"['Car', 'Car']",2
733426,"['Car', 'Car']",2
733427,"['Motorcycle', 'Car']",2
733428,['Car'],1
733429,['Motorcycle'],1
733430,"['Car', 'Car', 'Car', 'Other']",4
733431,"['Car', 'Car', 'Car']",3
733432,"['Car', 'Car', 'Car', 'Car', 'Car']",5
733433,"['Car', 'Car']",2
733434,"['Motorcycle', 'Car']",2
733435,"['Car', 'Car']",2
733436,['Heavy_Vehicles'],1
733437,"['Car', 'Car']",2
733438,"['Car', 'Car']",2
733439,"['Pedalcycle', 'Car']",2
733440,"['Car', 'Car']",2
733441,"['Car', 'Car']",2
733442,['Car'],1
733443,"['Car', 'Car']",2
733444,"['Car', 'Car']",2
733445,['Motorcycle'],1
733446,"['Car', 'Car']",2
733447,"['Pedalcycle', 'Car']",2
733448,"['Motorcycle', 'Car']",2
733449,"['Car', 'Car', 'Car']",3
733450,"['Car', 'Car']",2
733451,"['Car', 'Car']",2
733452,"['Pedalcycle', 'Car']",2
733453,['Car'],1
733454,"['Pedalcycle', 'Car']",2
733455,"['Car', 'Car', 'Car']",3
733456,['Motorcycle'],1
733457,"['Car', 'Car', 'Car']",3
733458,"['Pedalcycle', 'Car']",2
733459,"['Car', 'Car']",2
733460,"['Car', 'Car']",2
733461,"['Motorcycle', 'Car']",2
733462,"['Car', 'Car']",2
733463,['Other'],1
733464,"['Pedalcycle', 'Car']",2
733465,"['Car', 'Car']",2
733466,"['Motorcycle', 'Car']",2
733467,"['Car', 'Car']",2
733468,"['Car', 'Car', 'Car']",3
733469,"['Pedalcycle', 'Heavy_Vehicles']",2
733470,"['Motorcycle', 'Car']",2
733471,"['Motorcycle', 'Car']",2
733472,"['Car', 'Car']",2
733473,"['Motorcycle', 'Car']",2
733474,"['Car', 'Car']",2
733475,"['Car', 'Car']",2
733476,"['Car', 'Car', 'Heavy_Vehicles']",3
733477,"['Pedalcycle', 'Car']",2
733478,"['Car', 'Car']",2
733479,['Car'],1
733480,"['Car', 'Car', 'Car']",3
733481,"['Car', 'Car']",2
733482,"['Pedalcycle', 'Car']",2
733483,['Motorcycle'],1
733484,"['Motorcycle', 'Car']",2
733485,"['Motorcycle', 'Car', 'Car', 'Car']",4
733486,['Car'],1
733487,"['Motorcycle', 'Car']",2
733488,['Car'],1
733489,['Pedalcycle'],1
733490,"['Motorcycle', 'Car']",2
733491,"['Car', 'Car']",2
733492,"['Car', 'Car']",2
733493,"['Motorcycle', 'Car', 'Car']",3
733494,"['Motorcycle', 'Car']",2
733495,"['Motorcycle', 'Car']",2
733496,"['Car', 'Other']",2
733497,"['Car', 'Car']",2
733498,['Car'],1
733499,"['Motorcycle', 'Motorcycle']",2
733500,"['Motorcycle', 'Motorcycle']",2
733501,"['Car', 'Car', 'Car']",3
733502,['Car'],1
733503,['Car'],1
733504,"['Car', 'Car']",2
733505,"['Pedalcycle', 'Car']",2
733506,"['Car', 'Car']",2
733507,['Car'],1
733508,['Car'],1
733509,['Motorcycle'],1
733510,['Motorcycle'],1
733511,"['Car', 'Car']",2
733512,"['Car', 'Car']",2
733513,['Car'],1
733514,"['Motorcycle', 'Car', 'Car']",3
733515,"['Motorcycle', 'Car']",2
733516,['Car'],1
733517,"['Car', 'Car']",2
733518,"['Motorcycle', 'Car']",2
733519,"['Car', 'Heavy_Vehicles', 'Car']",3
733520,"['Pedalcycle', 'Car']",2
733521,['Car'],1
733522,"['Pedalcycle', 'Car']",2
733523,"['Pedalcycle', 'Car']",2
733524,"['Car', 'Car']",2
733525,['Car'],1
733526,"['Motorcycle', 'Car']",2
733527,"['Car', 'Car']",2
733528,"['Pedalcycle', 'Car']",2
733529,"['Pedalcycle', 'Car']",2
733530,"['Car', 'Car']",2
733531,"['Car', 'Car']",2
733532,"['Motorcycle', 'Car']",2
733533,"['Pedalcycle', 'Car']",2
733534,"['Pedalcycle', 'Car']",2
733535,['Heavy_Vehicles'],1
733536,"['Motorcycle', 'Car']",2
733537,['Heavy_Vehicles'],1
733538,"['Car', 'Car']",2
733539,"['Car', 'Car']",2
733540,"['Car', 'Car']",2
733541,"['Car', 'Other']",2
733542,"['Car', 'Car', 'Car']",3
733543,"['Motorcycle', 'Car']",2
733544,"['Motorcycle', 'Car']",2
733545,"['Car', 'Car', 'Car']",3
733546,['Heavy_Vehicles'],1
733547,"['Motorcycle', 'Car']",2
733548,"['Car', 'Car']",2
733549,"['Motorcycle', 'Car']",2
733550,"['Car', 'Car']",2
733551,"['Car', 'Car']",2
733552,"['Car', 'Car']",2
733553,"['Motorcycle', 'Car']",2
733554,"['Motorcycle', 'Car']",2
733555,"['Car', 'Car']",2
733556,"['Pedalcycle', 'Car']",2
733557,"['Pedalcycle', 'Car']",2
733558,"['Pedalcycle', 'Car']",2
733559,"['Motorcycle', 'Car']",2
733560,"['Motorcycle', 'Car']",2
733561,"['Car', 'Car']",2
733562,"['Motorcycle', 'Car']",2
733563,"['Car', 'Other']",2
733564,"['Car', 'Car']",2
733565,"['Motorcycle', 'Car']",2
733566,"['Car', 'Car']",2
733567,"['Pedalcycle', 'Car']",2
733568,['Heavy_Vehicles'],1
733569,"['Pedalcycle', 'Motorcycle']",2
733570,['Car'],1
733571,"['Pedalcycle', 'Motorcycle']",2
733572,"['Motorcycle', 'Car']",2
733573,"['Pedalcycle', 'Car']",2
733574,"['Car', 'Car']",2
733575,"['Pedalcycle', 'Car']",2
733576,"['Car', 'Car']",2
733577,"['Car', 'Car']",2
733578,"['Car', 'Car']",2
733579,"['Pedalcycle', 'Car']",2
733580,['Heavy_Vehicles'],1
733581,"['Pedalcycle', 'Car']",2
733582,"['Car', 'Car']",2
733583,"['Pedalcycle', 'Car']",2
733584,['Motorcycle'],1
733585,['Car'],1
733586,['Other'],1
733587,"['Car', 'Car', 'Heavy_Vehicles']",3
733588,"['Pedalcycle', 'Car']",2
733589,"['Car', 'Car']",2
733590,"['Car', 'Car', 'Car', 'Car']",4
733591,"['Pedalcycle', 'Car']",2
733592,"['Pedalcycle', 'Car']",2
733593,"['Car', 'Car']",2
733594,"['Pedalcycle', 'Car']",2
733595,"['Motorcycle', 'Car']",2
733596,"['Car', 'Car']",2
733597,['Motorcycle'],1
733598,"['Motorcycle', 'Car']",2
733599,['Car'],1
733600,"['Car', 'Car']",2
733601,"['Motorcycle', 'Car']",2
733602,['Heavy_Vehicles'],1
733603,"['Car', 'Heavy_Vehicles']",2
733604,"['Car', 'Car']",2
733605,"['Car', 'Car']",2
733606,['Motorcycle'],1
733607,"['Motorcycle', 'Car']",2
733608,"['Motorcycle', 'Car']",2
733609,['Car'],1
733610,"['Motorcycle', 'Car']",2
733611,"['Car', 'Car', 'Car', 'Car', 'Car']",5
733612,['Heavy_Vehicles'],1
733613,"['Pedalcycle', 'Heavy_Vehicles']",2
733614,"['Car', 'Car']",2
733615,['Heavy_Vehicles'],1
733616,"['Motorcycle', 'Car']",2
733617,"['Pedalcycle', 'Pedalcycle']",2
733618,"['Car', 'Car']",2
733619,"['Motorcycle', 'Car']",2
733620,['Motorcycle'],1
733621,"['Motorcycle', 'Car']",2
733622,"['Car', 'Car']",2
733623,['Car'],1
733624,"['Car', 'Car']",2
733625,"['Pedalcycle', 'Car']",2
733626,"['Motorcycle', 'Car']",2
733627,"['Car', 'Car']",2
733628,"['Motorcycle', 'Car']",2
733629,['Car'],1
733630,['Car'],1
733631,['Motorcycle'],1
733632,"['Car', 'Car', 'Car']",3
733633,"['Car', 'Car']",2
733634,"['Car', 'Car']",2
733635,"['Pedalcycle', 'Car']",2
733636,"['Motorcycle', 'Car', 'Car']",3
733637,['Car'],1
733638,"['Car', 'Car']",2
733639,"['Pedalcycle', 'Car']",2
733640,"['Car', 'Car']",2
733641,"['Car', 'Car']",2
733642,['Heavy_Vehicles'],1
733643,"['Motorcycle', 'Car']",2
733644,['Car'],1
733645,"['Motorcycle', 'Car']",2
733646,"['Car', 'Car']",2
733647,['Motorcycle'],1
733648,"['Car', 'Car']",2
733649,"['Motorcycle', 'Car']",2
733650,['Car'],1
733651,"['Motorcycle', 'Car']",2
733652,"['Pedalcycle', 'Car']",2
733653,['Pedalcycle'],1
733654,"['Car', 'Car']",2
733655,['Car'],1
733656,['Car'],1
733657,['Other'],1
733658,['Motorcycle'],1
733659,"['Pedalcycle', 'Car']",2
733660,['Other'],1
733661,"['Car', 'Heavy_Vehicles']",2
733662,"['Car', 'Car']",2
733663,"['Motorcycle', 'Car']",2
733664,"['Pedalcycle', 'Car']",2
733665,"['Car', 'Car']",2
733666,"['Car', 'Car']",2
733667,"['Pedalcycle', 'Motorcycle']",2
733668,"['Car', 'Car']",2
733669,['Car'],1
733670,"['Pedalcycle', 'Car']",2
733671,"['Motorcycle', 'Car']",2
733672,"['Car', 'Car']",2
733673,"['Motorcycle', 'Car']",2
733674,['Car'],1
733675,"['Pedalcycle', 'Car']",2
733676,"['Motorcycle', 'Car']",2
733677,"['Car', 'Car', 'Heavy_Vehicles']",3
733678,"['Car', 'Car']",2
733679,['Car'],1
733680,"['Motorcycle', 'Car']",2
733681,"['Pedalcycle', 'Car']",2
733682,"['Motorcycle', 'Car']",2
733683,['Motorcycle'],1
733684,"['Car', 'Car']",2
733685,['Car'],1
733686,['Car'],1
733687,"['Motorcycle', 'Car']",2
733688,['Car'],1
733689,"['Car', 'Car']",2
733690,"['Car', 'Other']",2
733691,"['Car', 'Car']",2
733692,"['Car', 'Heavy_Vehicles']",2
733693,['Car'],1
733694,"['Motorcycle', 'Car']",2
733695,"['Car', 'Car']",2
733696,['Motorcycle'],1
733697,"['Car', 'Car']",2
733698,"['Motorcycle', 'Car']",2
733699,"['Car', 'Car']",2
733700,['Car'],1
733701,"['Car', 'Car']",2
733702,"['Car', 'Car']",2
733703,"['Motorcycle', 'Car']",2
733704,"['Car', 'Car']",2
733705,"['Car', 'Car', 'Car', 'Car', 'Car', 'Car']",6
733706,"['Pedalcycle', 'Car']",2
733707,"['Car', 'Car']",2
733708,"['Car', 'Car']",2
733709,['Car'],1
733710,"['Car', 'Car']",2
733711,"['Car', 'Car']",2
733712,"['Car', 'Car']",2
733713,"['Pedalcycle', 'Other']",2
733714,['Heavy_Vehicles'],1
733715,['Heavy_Vehicles'],1
733716,"['Motorcycle', 'Car']",2
733717,"['Pedalcycle', 'Car']",2
733718,"['Car', 'Car']",2
733719,"['Pedalcycle', 'Car']",2
733720,"['Pedalcycle', 'Other']",2
733721,"['Motorcycle', 'Car']",2
733722,"['Motorcycle', 'Car']",2
733723,"['Car', 'Car']",2
733724,"['Motorcycle', 'Car']",2
733725,"['Car', 'Car']",2
733726,"['Car', 'Car']",2
733727,['Car'],1
733728,"['Motorcycle', 'Car']",2
733729,"['Car', 'Car']",2
733730,['Car'],1
733731,"['Car', 'Car']",2
733732,"['Motorcycle', 'Car']",2
733733,['Car'],1
733734,"['Motorcycle', 'Car']",2
733735,['Car'],1
733736,"['Pedalcycle', 'Car']",2
733737,['Car'],1
733738,"['Car', 'Car']",2
733739,"['Pedalcycle', 'Car']",2
733740,"['Pedalcycle', 'Car']",2
733741,"['Motorcycle', 'Car']",2
733742,['Other'],1
733743,"['Pedalcycle', 'Car']",2
733744,"['Pedalcycle', 'Car']",2
733745,['Car'],1
733746,"['Pedalcycle', 'Car']",2
733747,"['Pedalcycle', 'Car']",2
733748,"['Pedalcycle', 'Heavy_Vehicles']",2
733749,"['Pedalcycle', 'Car']",2
733750,"['Car', 'Car']",2
733751,['Heavy_Vehicles'],1
733752,"['Car', 'Heavy_Vehicles']",2
733753,"['Motorcycle', 'Car']",2
733754,"['Car', 'Car']",2
733755,"['Motorcycle', 'Heavy_Vehicles']",2
733756,"['Car', 'Car']",2
733757,"['Motorcycle', 'Car']",2
733758,"['Car', 'Car']",2
733759,"['Car', 'Car']",2
733760,"['Car', 'Car']",2
733761,['Pedalcycle'],1
733762,['Heavy_Vehicles'],1
733763,"['Pedalcycle', 'Other']",2
733764,"['Car', 'Car']",2
733765,"['Motorcycle', 'Motorcycle']",2
733766,"['Pedalcycle', 'Car']",2
733767,"['Car', 'Car']",2
733768,"['Car', 'Car', 'Car']",3
733769,"['Car', 'Heavy_Vehicles']",2
733770,['Car'],1
733771,"['Pedalcycle', 'Car']",2
733772,['Car'],1
733773,"['Car', 'Car']",2
733774,"['Motorcycle', 'Car']",2
733775,"['Car', 'Car']",2
733776,['Car'],1
733777,"['Motorcycle', 'Car']",2
733778,"['Motorcycle', 'Car']",2
733779,"['Car', 'Car']",2
733780,"['Car', 'Car']",2
733781,"['Motorcycle', 'Car']",2
733782,['Heavy_Vehicles'],1
733783,['Heavy_Vehicles'],1
733784,"['Car', 'Car']",2
733785,"['Pedalcycle', 'Other']",2
733786,"['Motorcycle', 'Car']",2
733787,"['Car', 'Car']",2
733788,"['Pedalcycle', 'Car']",2
733789,"['Motorcycle', 'Car']",2
733790,['Car'],1
733791,['Heavy_Vehicles'],1
733792,"['Car', 'Heavy_Vehicles']",2
733793,"['Pedalcycle', 'Car']",2
733794,"['Car', 'Car']",2
733795,"['Pedalcycle', 'Car']",2
733796,"['Car', 'Car']",2
733797,['Car'],1
733798,"['Motorcycle', 'Car']",2
733799,"['Pedalcycle', 'Car']",2
733800,['Car'],1
733801,"['Pedalcycle', 'Car']",2
733802,['Car'],1
733803,"['Motorcycle', 'Car']",2
733804,"['Car', 'Car']",2
733805,"['Car', 'Car']",2
733806,"['Motorcycle', 'Car']",2
733807,"['Motorcycle', 'Car']",2
733808,"['Car', 'Other']",2
733809,"['Car', 'Car']",2
733810,['Car'],1
733811,"['Car', 'Car', 'Heavy_Vehicles']",3
733812,['Car'],1
733813,"['Car', 'Car', 'Car', 'Car']",4
733814,"['Car', 'Car', 'Car']",3
733815,['Car'],1
733816,"['Motorcycle', 'Car']",2
733817,['Car'],1
733818,['Car'],1
733819,['Car'],1
733820,['Heavy_Vehicles'],1
733821,"['Motorcycle', 'Car']",2
733822,"['Motorcycle', 'Car']",2
733823,['Car'],1
733824,"['Pedalcycle', 'Car']",2
733825,"['Car', 'Other']",2
733826,"['Pedalcycle', 'Car']",2
733827,"['Car', 'Heavy_Vehicles']",2
733828,['Car'],1
733829,"['Pedalcycle', 'Car']",2
733830,"['Motorcycle', 'Car', 'Car']",3
733831,"['Pedalcycle', 'Car']",2
733832,"['Pedalcycle', 'Car']",2
733833,"['Pedalcycle', 'Car']",2
733834,"['Motorcycle', 'Car']",2
733835,"['Car', 'Car']",2
733836,"['Motorcycle', 'Car']",2
733837,['Car'],1
733838,"['Pedalcycle', 'Car']",2
733839,"['Car', 'Car']",2
733840,['Car'],1
733841,"['Pedalcycle', 'Car']",2
733842,"['Pedalcycle', 'Car']",2
733843,"['Motorcycle', 'Car']",2
733844,['Car'],1
733845,"['Car', 'Car']",2
733846,['Car'],1
733847,"['Pedalcycle', 'Car']",2
733848,"['Pedalcycle', 'Car']",2
733849,['Car'],1
733850,"['Motorcycle', 'Car']",2
733851,"['Car', 'Car']",2
733852,"['Car', 'Car']",2
733853,"['Pedalcycle', 'Pedalcycle']",2
733854,"['Motorcycle', 'Car']",2
733855,"['Car', 'Car']",2
733856,"['Motorcycle', 'Car']",2
733857,"['Motorcycle', 'Car']",2
733858,['Heavy_Vehicles'],1
733859,"['Car', 'Car']",2
733860,"['Motorcycle', 'Heavy_Vehicles']",2
733861,"['Motorcycle', 'Car']",2
733862,"['Pedalcycle', 'Car']",2
733863,"['Motorcycle', 'Car']",2
733864,['Car'],1
733865,"['Car', 'Car']",2
733866,['Car'],1
733867,['Heavy_Vehicles'],1
733868,"['Pedalcycle', 'Car']",2
733869,"['Pedalcycle', 'Car']",2
733870,"['Car', 'Car']",2
733871,['Other'],1
733872,['Car'],1
733873,"['Motorcycle', 'Car']",2
733874,"['Pedalcycle', 'Car']",2
733875,"['Car', 'Car']",2
733876,['Heavy_Vehicles'],1
733877,['Car'],1
733878,['Heavy_Vehicles'],1
733879,['Heavy_Vehicles'],1
733880,"['Car', 'Car']",2
733881,['Heavy_Vehicles'],1
733882,"['Motorcycle', 'Car']",2
733883,['Pedalcycle'],1
733884,"['Car', 'Car']",2
733885,"['Car', 'Other']",2
733886,['Car'],1
733887,['Car'],1
733888,"['Motorcycle', 'Car']",2
733889,"['Motorcycle', 'Car']",2
733890,"['Motorcycle', 'Car']",2
733891,"['Motorcycle', 'Car']",2
733892,['Car'],1
733893,"['Car', 'Heavy_Vehicles']",2
733894,['Car'],1
733895,"['Motorcycle', 'Heavy_Vehicles']",2
733896,"['Pedalcycle', 'Car']",2
733897,"['Car', 'Car']",2
733898,"['Car', 'Car']",2
733899,"['Car', 'Car']",2
733900,"['Pedalcycle', 'Car']",2
733901,"['Car', 'Car']",2
733902,['Car'],1
733903,"['Car', 'Car']",2
733904,['Car'],1
733905,"['Car', 'Car']",2
733906,['Motorcycle'],1
733907,['Car'],1
733908,"['Car', 'Car', 'Car']",3
733909,"['Car', 'Heavy_Vehicles']",2
733910,['Car'],1
733911,['Car'],1
733912,"['Car', 'Car']",2
733913,['Heavy_Vehicles'],1
733914,['Car'],1
733915,"['Car', 'Other']",2
733916,['Heavy_Vehicles'],1
733917,"['Pedalcycle', 'Car']",2
733918,['Heavy_Vehicles'],1
733919,"['Pedalcycle', 'Car', 'Car']",3
733920,"['Pedalcycle', 'Car']",2
733921,"['Car', 'Car']",2
733922,['Car'],1
733923,"['Motorcycle', 'Car']",2
733924,"['Motorcycle', 'Car']",2
733925,"['Car', 'Car']",2
733926,"['Car', 'Car']",2
733927,"['Car', 'Car', 'Car']",3
733928,"['Pedalcycle', 'Car']",2
733929,"['Car', 'Car', 'Car']",3
733930,"['Pedalcycle', 'Car']",2
733931,['Car'],1
733932,['Car'],1
733933,"['Car', 'Car']",2
733934,"['Pedalcycle', 'Car']",2
733935,"['Car', 'Car']",2
733936,['Car'],1
733937,"['Pedalcycle', 'Car']",2
733938,"['Car', 'Car']",2
733939,"['Car', 'Car', 'Car']",3
733940,['Car'],1
733941,"['Car', 'Car']",2
733942,"['Pedalcycle', 'Car']",2
733943,"['Car', 'Car']",2
733944,"['Motorcycle', 'Car']",2
733945,"['Motorcycle', 'Car']",2
733946,"['Car', 'Car']",2
733947,"['Car', 'Car']",2
733948,['Car'],1
733949,"['Pedalcycle', 'Car']",2
733950,['Heavy_Vehicles'],1
733951,['Motorcycle'],1
733952,"['Motorcycle', 'Car']",2
733953,"['Pedalcycle', 'Motorcycle']",2
733954,"['Car', 'Car']",2
733955,"['Car', 'Car', 'Heavy_Vehicles']",3
733956,"['Motorcycle', 'Car']",2
733957,"['Motorcycle', 'Car']",2
733958,"['Motorcycle', 'Car']",2
733959,['Other'],1
733960,"['Motorcycle', 'Car']",2
733961,['Car'],1
733962,['Motorcycle'],1
733963,"['Car', 'Car']",2
733964,"['Pedalcycle', 'Car']",2
733965,"['Pedalcycle', 'Car']",2
733966,['Car'],1
733967,"['Car', 'Car']",2
733968,"['Motorcycle', 'Heavy_Vehicles']",2
733969,"['Motorcycle', 'Car']",2
733970,['Motorcycle'],1
733971,['Car'],1
733972,"['Pedalcycle', 'Car']",2
733973,"['Motorcycle', 'Car']",2
733974,['Motorcycle'],1
733975,['Heavy_Vehicles'],1
733976,"['Pedalcycle', 'Car']",2
733977,"['Motorcycle', 'Car']",2
733978,['Car'],1
733979,"['Pedalcycle', 'Car']",2
733980,['Car'],1
733981,['Car'],1
733982,"['Car', 'Car']",2
733983,"['Car', 'Car']",2
733984,"['Motorcycle', 'Car']",2
733985,"['Car', 'Car']",2
733986,"['Car', 'Car']",2
733987,"['Car', 'Other']",2
733988,"['Pedalcycle', 'Car']",2
733989,['Car'],1
733990,['Car'],1
733991,"['Pedalcycle', 'Heavy_Vehicles']",2
733992,"['Car', 'Heavy_Vehicles']",2
733993,"['Motorcycle', 'Car']",2
733994,['Motorcycle'],1
733995,['Car'],1
733996,"['Pedalcycle', 'Car']",2
733997,"['Car', 'Car']",2
733998,"['Car', 'Car']",2
733999,['Car'],1
734000,"['Motorcycle', 'Car']",2
734001,"['Car', 'Car']",2
734002,"['Pedalcycle', 'Car']",2
734003,"['Car', 'Car']",2
734004,"['Car', 'Other']",2
734005,"['Car', 'Car']",2
734006,['Car'],1
734007,"['Car', 'Car']",2
734008,['Pedalcycle'],1
734009,"['Car', 'Car']",2
734010,"['Car', 'Car', 'Car', 'Car']",4
734011,"['Motorcycle', 'Car']",2
734012,['Car'],1
734013,"['Pedalcycle', 'Car']",2
734014,['Car'],1
734015,"['Pedalcycle', 'Car']",2
734016,"['Car', 'Car']",2
734017,"['Car', 'Car']",2
734018,"['Car', 'Car']",2
734019,"['Car', 'Car']",2
734020,"['Pedalcycle', 'Car']",2
734021,['Car'],1
734022,"['Motorcycle', 'Car']",2
734023,['Car'],1
734024,"['Motorcycle', 'Car']",2
734025,"['Pedalcycle', 'Car']",2
734026,"['Pedalcycle', 'Car']",2
734027,"['Motorcycle', 'Car']",2
734028,"['Motorcycle', 'Car']",2
734029,"['Car', 'Car']",2
734030,['Pedalcycle'],1
734031,"['Motorcycle', 'Car']",2
734032,"['Car', 'Car']",2
734033,"['Motorcycle', 'Car']",2
734034,"['Motorcycle', 'Car']",2
734035,"['Motorcycle', 'Car']",2
734036,"['Pedalcycle', 'Car']",2
734037,"['Motorcycle', 'Car']",2
734038,"['Pedalcycle', 'Car']",2
734039,"['Car', 'Car']",2
734040,"['Motorcycle', 'Car']",2
734041,"['Car', 'Car']",2
734042,"['Motorcycle', 'Car']",2
734043,['Motorcycle'],1
734044,"['Car', 'Car']",2
734045,"['Pedalcycle', 'Car']",2
734046,['Car'],1
734047,"['Pedalcycle', 'Car']",2
734048,"['Heavy_Vehicles', 'Heavy_Vehicles']",2
734049,"['Motorcycle', 'Car']",2
734050,"['Car', 'Car', 'Car']",3
734051,"['Car', 'Car']",2
734052,"['Motorcycle', 'Car']",2
734053,"['Pedalcycle', 'Car']",2
734054,"['Pedalcycle', 'Car']",2
734055,"['Car', 'Car']",2
734056,"['Car', 'Car']",2
734057,['Car'],1
734058,"['Car', 'Car']",2
734059,"['Car', 'Car']",2
734060,"['Motorcycle', 'Car']",2
734061,"['Pedalcycle', 'Motorcycle']",2
734062,"['Motorcycle', 'Car']",2
734063,['Car'],1
734064,"['Pedalcycle', 'Other']",2
734065,"['Pedalcycle', 'Car']",2
734066,"['Motorcycle', 'Car']",2
734067,"['Car', 'Car']",2
734068,['Car'],1
734069,['Heavy_Vehicles'],1
734070,"['Car', 'Car']",2
734071,['Pedalcycle'],1
734072,"['Car', 'Car']",2
734073,"['Pedalcycle', 'Car']",2
734074,"['Pedalcycle', 'Other']",2
734075,['Heavy_Vehicles'],1
734076,"['Pedalcycle', 'Car']",2
734077,"['Pedalcycle', 'Car']",2
734078,"['Car', 'Car', 'Car']",3
734079,['Motorcycle'],1
734080,['Car'],1
734081,"['Car', 'Car']",2
734082,"['Pedalcycle', 'Car']",2
734083,"['Pedalcycle', 'Car']",2
734084,"['Car', 'Car']",2
734085,"['Motorcycle', 'Car']",2
734086,"['Motorcycle', 'Car']",2
734087,"['Motorcycle', 'Car']",2
734088,"['Pedalcycle', 'Car']",2
734089,"['Motorcycle', 'Car']",2
734090,"['Pedalcycle', 'Car']",2
734091,"['Pedalcycle', 'Car']",2
